pa,k_percent,bb_percent,woba,xwoba,sweet_spot_percent,barrel_batted_rate,hard_hit_percent,avg_best_speed,avg_hyper_speed,whiff_percent,swing_percent
843,23.7,4.7,0.225,0.255,28.1,4.0,27.8,77.378314772,92.576581107,26.8,48.1
649,19.1,9.7,0.318,0.326,33.3,7.9,33.8,77.052852477,93.124975473,24.0,43.6
761,19.6,8.4,0.319,0.342,38.9,6.6,35.4,78.516620951,93.495959886,20.3,44.3
807,17.3,10.7,0.345,0.327,27.8,5.5,35.1,78.539410511,93.601808227,18.6,45.0
670,15.7,4.8,0.323,0.319,30.7,5.9,42.7,79.742400117,94.861867695,19.5,48.1
701,20.5,6.8,0.317,0.306,29.6,6.9,36.9,77.11993996,93.87472086,22.9,44.1
634,25.9,7.4,0.332,0.357,35.3,13.9,45.1,78.79621285,95.450602833,26.7,48.9
638,23.7,9.4,0.294,0.307,31.6,5.7,34.0,76.418262961,93.079175728,29.5,48.2
827,28.9,7.1,0.291,0.273,32.1,5.9,28.8,75.233682278,92.71360176,29.1,49.9
849,29.1,5.4,0.257,0.258,31.2,4.6,28.5,71.902242948,92.688965373,26.5,51.9
569,23.4,7.2,0.281,0.275,31.7,4.4,26.0,74.810135873,92.219573156,24.2,46.9
230,17.0,4.8,0.362,0.351,38.4,8.5,44.1,77.995835909,94.497294114,16.3,47.4
831,27.0,7.0,0.251,0.258,27.9,4.6,31.2,76.78916375,92.730845284,27.5,47.6
607,26.9,5.6,0.275,0.275,34.0,7.7,34.5,73.07377575,93.389151153,25.1,50.5
779,34.4,6.9,0.247,0.243,31.4,5.6,29.5,76.053612615,92.471210917,32.1,52.0
537,22.2,4.8,0.309,0.337,38.7,10.9,42.1,80.533819372,94.75094644,24.1,52.8
516,18.2,8.1,0.349,0.333,28.6,6.3,43.4,79.926266522,94.447179837,19.6,44.5
684,18.6,4.1,0.33,0.323,31.9,6.7,41.0,80.616567347,94.698374816,20.3,49.5
644,24.4,9.0,0.32,0.305,30.4,6.9,38.2,77.826462115,94.242232699,26.7,45.3
783,15.2,4.3,0.326,0.348,35.4,6.7,39.6,79.210878553,94.224811479,16.7,49.7
641,27.5,7.0,0.264,0.256,31.7,5.8,36.0,76.553069045,93.446171033,26.3,50.2
637,19.0,6.0,0.295,0.302,37.3,6.8,30.7,77.25768382,92.937064678,22.1,48.0
236,23.7,7.2,0.279,0.319,33.7,7.4,43.6,80.510859875,95.048878176,27.9,50.4
235,17.4,7.2,0.293,0.324,31.6,9.6,37.9,78.758575402,93.810016667,21.9,46.0
773,21.5,7.0,0.306,0.317,34.6,8.4,35.9,80.403831513,93.892650572,21.7,49.0
793,15.3,8.6,0.32,0.323,33.0,2.8,34.3,78.001390777,93.200094358,16.9,42.2
708,31.9,9.6,0.295,0.294,37.0,9.9,38.8,78.65144905,94.13969505,34.6,46.8
526,27.2,10.5,0.334,0.346,40.7,10.5,39.5,78.484095414,94.280519936,29.5,45.9
175,21.1,7.4,0.313,0.328,35.5,8.1,41.1,75.769431774,94.46337813,24.8,46.2
859,19.9,6.2,0.308,0.287,31.9,3.5,29.2,75.473398208,92.354895856,23.5,47.9
649,23.7,10.2,0.35,0.319,33.6,10.7,36.9,75.597201498,93.715460483,26.9,44.8
656,22.3,9.0,0.329,0.328,34.0,6.7,40.7,78.858639213,94.367714074,24.7,46.9
661,24.5,7.7,0.299,0.31,35.4,7.4,36.5,76.20211733,93.84232457,29.0,50.4
596,19.1,5.4,0.369,0.358,35.1,9.5,43.0,79.893959679,94.577700529,19.6,47.6
553,13.4,6.1,0.37,0.372,35.0,6.6,37.0,78.21888717,93.922643561,19.7,49.0
603,21.1,10.1,0.313,0.326,35.4,8.2,35.7,77.356116798,93.299093621,25.2,48.0
277,20.2,9.4,0.324,0.336,34.4,5.7,33.9,77.153333789,93.34431836,19.9,45.2
700,23.0,10.9,0.327,0.31,30.4,4.2,37.1,76.011148333,93.581628879,23.4,46.6
544,31.6,2.0,0.204,0.222,27.9,4.5,27.3,77.128945852,92.355949715,31.0,51.7
766,17.1,6.9,0.346,0.347,35.2,9.7,42.4,79.406275786,94.45487619,20.8,47.5
825,23.2,7.0,0.299,0.291,26.8,4.2,34.6,78.866245772,93.348857077,24.6,47.0
289,33.2,8.0,0.272,0.283,34.5,5.4,38.1,76.996211205,93.982298795,31.2,47.1
570,17.9,9.1,0.315,0.329,31.6,8.0,34.5,75.6872467,93.596934025,21.4,42.2
718,21.9,5.4,0.309,0.307,31.6,6.4,38.7,78.298800906,93.889653787,24.5,51.9
222,18.5,10.4,0.382,0.361,29.9,7.6,47.8,81.42331359,95.647864936,24.2,47.3
288,26.4,5.6,0.279,0.301,33.5,7.9,48.7,81.369185532,95.230895957,24.3,44.8
825,25.5,6.7,0.31,0.315,36.5,8.6,35.6,75.953749524,93.735176239,23.2,47.8
890,21.2,3.6,0.274,0.301,32.8,7.0,35.1,77.86729175,93.520286813,18.5,48.4
624,17.8,8.3,0.339,0.34,34.0,6.9,38.9,76.720419821,94.143819215,22.1,48.2
627,14.5,8.8,0.352,0.343,33.5,7.7,37.2,76.810550681,93.976799595,20.0,46.4
740,18.9,6.6,0.289,0.326,34.5,8.3,37.7,79.575589554,93.884060149,19.9,48.3
223,21.1,4.5,0.341,0.326,40.6,10.3,41.2,78.036043415,94.992034172,24.9,51.2
532,28.8,8.1,0.304,0.287,36.3,5.7,32.3,76.660101795,93.070558167,31.3,49.9
615,26.5,6.2,0.245,0.257,34.2,5.3,34.7,77.302580728,93.293066165,24.4,50.5
590,21.7,8.1,0.34,0.337,31.1,9.3,40.6,78.493197525,94.762373089,21.9,44.9
863,19.4,7.1,0.291,0.3,29.8,5.9,30.1,74.555954838,92.70750678,23.2,48.5
535,21.1,6.0,0.276,0.26,32.0,4.1,27.6,77.614432565,92.277086063,22.5,48.7
644,16.3,8.2,0.334,0.338,32.2,8.1,34.2,77.646058602,93.509477775,18.1,47.3
585,18.6,2.4,0.34,0.351,39.3,7.0,36.6,77.664868973,93.701737589,19.5,48.9
784,27.3,10.1,0.321,0.312,36.8,6.2,41.6,79.788605816,94.355014456,31.0,46.3
722,24.5,6.9,0.3,0.313,33.2,7.0,35.7,78.004062241,93.851433472,22.8,47.5
718,20.1,6.7,0.331,0.326,34.8,7.5,37.5,77.435542039,93.992252392,25.1,48.5
676,16.9,5.9,0.279,0.31,32.5,4.9,29.4,74.757091383,92.750320693,21.3,49.5
511,22.3,8.4,0.336,0.332,31.4,8.1,43.5,77.886593699,94.650115246,23.2,46.3
848,23.6,9.1,0.307,0.315,32.0,6.0,35.7,75.943485474,93.704193047,26.8,48.7
787,20.7,6.2,0.283,0.295,29.3,5.5,39.0,78.053770216,94.043291367,24.0,47.3
673,18.0,7.3,0.316,0.311,29.4,5.0,34.8,78.156665163,93.489868982,21.2,47.2
816,21.9,8.7,0.346,0.344,37.8,8.2,33.7,76.544743863,93.436369079,25.8,46.5
541,27.9,6.8,0.247,0.26,25.9,4.3,32.0,78.064161845,92.93610003,25.5,49.1
791,16.2,4.0,0.311,0.318,29.9,5.3,37.6,80.64008598,93.890421364,13.4,47.2
240,20.0,7.5,0.309,0.348,33.9,8.9,47.6,81.472314643,94.881262874,20.3,45.3
234,25.6,6.4,0.267,0.271,22.6,7.5,36.5,77.08787443,93.886026139,29.9,46.9
617,17.8,9.4,0.368,0.352,36.0,9.7,44.6,79.624909136,95.09870475,23.6,45.5
